Material,SKU,CountryCode,Currency,cif_jan,cif_feb,cif_mar,cif_apr,cif_may,cif_jun,cif_jul,cif_aug,cif_sep,cif_oct,cif_nov,cif_dec,tnd_jan,tnd_feb,tnd_mar,tnd_apr,tnd_may,tnd_jun,tnd_jul,tnd_aug,tnd_sep,tnd_oct,tnd_nov,tnd_dec,Discounts,focs,Total Discounts,month,year,createdDate,ModifiedDate
377017,Daktarin Powder 2%,QA,USD,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,0.00%,8.25%,8.25%,10,2019,,
32441,Daktarin Oral Gel 2%,QA,USD,3.19,3.19,3.19,3.19,3.19,3.19,3.19,3.19,3.19,3.19,3.19,3.19,3.19,3.19,3.19,3.19,3.19,3.19,3.19,3.19,3.19,3.19,3.19,3.19,0.00%,8.25%,8.25%,10,2019,,
0,Daktarin Lotion 2% ,QA,USD,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.01,0.00%,8.25%,8.25%,10,2019,,
0,Doribax 500 mg Injection ,QA,USD,179.21,179.21,179.21,179.21,179.21,179.21,179.21,179.21,179.21,179.21,179.21,179.21,179.21,179.21,179.21,179.21,179.21,179.21,179.21,179.21,179.21,179.21,179.21,179.21,0.00%,8.25%,8.25%,10,2019,,
387398,Durogesic Transdermal Patches 12 mcg/h,QA,USD,17.62,17.62,17.62,17.62,17.62,17.62,17.62,17.62,17.62,17.62,17.62,17.62,17.62,17.62,17.62,17.62,17.62,17.62,17.62,17.62,17.62,17.62,17.62,17.62,0.00%,8.25%,8.25%,10,2019,,
387399,Durogesic Transdermal Patches 25 mcg/h,QA,USD,31.12,31.12,31.12,31.12,31.12,31.12,31.12,31.12,31.12,31.12,31.12,31.12,31.12,31.12,7.11,7.11,31.12,31.12,7.11,7.11,31.12,31.12,7.11,7.11,0.00%,8.25%,8.25%,10,2019,,
387400,Durogesic Transdermal Patches 50 mcg/h,QA,USD,52.29,52.29,52.29,52.29,52.29,52.29,52.29,52.29,52.29,52.29,52.29,52.29,52.29,52.29,13.07,13.07,52.29,52.29,13.07,13.07,52.29,52.29,13.07,13.07,0.00%,8.25%,8.25%,10,2019,,
387401,Durogesic Transdermal Patches 75 mcg/h,QA,USD,80.1,80.1,80.1,80.1,80.1,80.1,80.1,80.1,80.1,80.1,80.1,80.1,80.1,80.1,80.1,80.1,80.1,80.1,80.1,80.1,80.1,80.1,80.1,80.1,0.00%,8.25%,8.25%,10,2019,,
387397,Durogesic Transdermal Patches 100 mcg/h,QA,USD,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,98.73,0.00%,8.25%,8.25%,10,2019,,
414064,"Eprex 1,000 U Pre-Filled Syringes ",QA,USD,33.36,33.36,33.36,33.36,33.36,33.36,33.36,33.36,33.36,33.36,33.36,33.36,33.36,33.36,33.36,33.36,33.36,33.36,33.36,33.36,33.36,33.36,33.36,33.36,0.00%,8.25%,8.25%,10,2019,,
414065,"Eprex 2,000 U Pre-Filled Syringes ",QA,USD,59.68,59.68,59.68,59.68,59.68,59.68,59.68,59.68,59.68,59.68,59.68,59.68,42,42,42,42,42,42,42,42,42,42,42,42,0.00%,8.25%,8.25%,10,2019,,
414068,"Eprex 4,000 U Pre-Filled Syringes ",QA,USD,119.36,119.36,119.36,119.36,119.36,119.36,119.36,119.36,119.36,119.36,119.36,119.36,67.2,67.2,67.2,67.2,67.2,67.2,67.2,67.2,67.2,67.2,67.2,67.2,0.00%,8.25%,8.25%,10,2019,,
0,"Eprex 5,000 U Pre-Filled Syringes ",QA,USD,203.37,203.37,203.37,203.37,203.37,203.37,203.37,203.37,203.37,203.37,203.37,203.37,78.67,78.67,78.67,78.67,78.67,78.67,78.67,78.67,78.67,78.67,78.67,78.67,0.00%,8.25%,8.25%,10,2019,,
414069,"Eprex 6,000 U Pre-Filled Syringes ",QA,USD,203.37,203.37,203.37,203.37,203.37,203.37,203.37,203.37,203.37,203.37,203.37,203.37,116,116,116,116,116,116,116,116,116,116,116,116,0.00%,8.25%,8.25%,10,2019,,
0,"Eprex 8,000 U Pre-Filled Syringes ",QA,USD,245.71,245.71,245.71,245.71,245.71,245.71,245.71,245.71,245.71,245.71,245.71,245.71,245.71,245.71,245.71,245.71,245.71,245.71,245.71,245.71,245.71,245.71,245.71,245.71,0.00%,8.25%,8.25%,10,2019,,
414063,"Eprex 10,000 U Pre-Filled Syringes ",QA,USD,298.4,298.4,298.4,298.4,298.4,298.4,298.4,298.4,298.4,298.4,298.4,298.4,205.08,205.08,205.08,205.08,205.08,205.08,205.08,205.08,205.08,205.08,205.08,205.08,0.00%,8.25%,8.25%,10,2019,,
414067,"Eprex 40,000 U Pre-Filled Syringe ",QA,USD,183.54,183.54,183.54,183.54,183.54,183.54,183.54,183.54,183.54,183.54,183.54,183.54,183.54,183.54,183.54,183.54,183.54,183.54,183.54,183.54,183.54,183.54,183.54,183.54,0.00%,8.25%,8.25%,10,2019,,
140788,Evra Transdermal Patches ,QA,USD,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,0.00%,8.25%,8.25%,10,2019,,
88878,Gyno-Daktarin V. Cream ,QA,USD,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,0.00%,8.25%,8.25%,10,2019,,
414691,Gyno Daktarin 200 mg V. Capsules,QA,USD,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0.00%,8.25%,8.25%,10,2019,,
414690,Gyno Daktarin 400 mg V. Capsules,QA,USD,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,3.94,0.00%,8.25%,8.25%,10,2019,,
140311,Gyno-Pevaryl V. Cream ,QA,USD,7.77,7.77,7.77,7.77,7.77,7.77,7.77,7.77,7.77,7.77,7.77,7.77,7.77,7.77,7.77,7.77,7.77,7.77,7.77,7.77,7.77,7.77,7.77,7.77,0.00%,8.25%,8.25%,10,2019,,
387445,Gyno Pevaryl 150 mg V. Suppositories,QA,USD,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,0.00%,8.25%,8.25%,10,2019,,
387447,Gyno-Pevaryl Depot 150 mg V. Ovules,QA,USD,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,0.00%,8.25%,8.25%,10,2019,,
412414,Incivo 375 mg Film-Coated Tabs.,QA,USD,"2,463.51","2,463.51","2,463.51","2,463.51","2,463.51","2,463.51","2,463.51","2,463.51","2,463.51","2,463.51","2,463.51","2,463.51","2,463.51","2,463.51","2,463.51","2,463.51","2,463.51","2,463.51","2,463.51","2,463.51","2,463.51","2,463.51","2,463.51","2,463.51",0.00%,8.25%,8.25%,10,2019,,
378218,Intelence 100 mg Tab. ,QA,USD,491.87,491.87,491.87,491.87,491.87,491.87,491.87,491.87,491.87,491.87,491.87,491.87,491.87,491.87,491.87,491.87,491.87,491.87,491.87,491.87,491.87,491.87,491.87,491.87,0.00%,8.25%,8.25%,10,2019,,
387165,Invega 3 mg Extended Release Tab. ,QA,USD,88.12,88.12,88.12,88.12,88.12,88.12,88.12,88.12,88.12,88.12,88.12,88.12,88.12,88.12,41.39,41.39,88.12,88.12,41.39,41.39,88.12,88.12,41.39,41.39,0.00%,8.25%,8.25%,10,2019,,
387168,Invega 6 mg Extended Release Tab. ,QA,USD,88.12,88.12,88.12,88.12,88.12,88.12,88.12,88.12,88.12,88.12,88.12,88.12,88.12,88.12,48.8,48.8,88.12,88.12,48.8,48.8,88.12,88.12,48.8,48.8,0.00%,8.25%,8.25%,10,2019,,
387171,Invega 9 mg Extended Release Tab. ,QA,USD,95.51,95.51,95.51,95.51,95.51,95.51,95.51,95.51,95.51,95.51,95.51,95.51,95.51,95.51,95.51,95.51,95.51,95.51,95.51,95.51,95.51,95.51,95.51,95.51,0.00%,8.25%,8.25%,10,2019,,
387758,Invega Sustenna 50 mg/ 0.5 ml ,QA,USD,186.86,186.86,186.86,186.86,186.86,186.86,186.86,186.86,186.86,186.86,186.86,186.86,186.86,186.86,186.86,186.86,186.86,186.86,186.86,186.86,186.86,186.86,186.86,186.86,0.00%,8.25%,8.25%,10,2019,,
387759,Invega Sustenna 75 mg/ 0.75 ml ,QA,USD,243.86,243.86,243.86,243.86,243.86,243.86,243.86,243.86,243.86,243.86,243.86,243.86,243.86,243.86,243.86,243.86,243.86,243.86,243.86,243.86,243.86,243.86,243.86,243.86,0.00%,8.25%,8.25%,10,2019,,
387760,Invega Sustenna 100 mg/ 1 ml ,QA,USD,298.89,298.89,298.89,298.89,298.89,298.89,298.89,298.89,298.89,298.89,298.89,298.89,298.89,298.89,298.89,298.89,298.89,298.89,298.89,298.89,298.89,298.89,298.89,298.89,0.00%,8.25%,8.25%,10,2019,,
387761,Invega Sustenna 150 mg/ 1.5 ml ,QA,USD,347.74,347.74,347.74,347.74,347.74,347.74,347.74,347.74,347.74,347.74,347.74,347.74,347.74,347.74,347.74,347.74,347.74,347.74,347.74,347.74,347.74,347.74,347.74,347.74,0.00%,8.25%,8.25%,10,2019,,
414907,Invokana 100mg ,QA,USD,33.52,33.52,33.52,33.52,33.52,33.52,33.52,33.52,33.52,33.52,33.52,33.52,33.52,33.52,33.52,33.52,33.52,33.52,33.52,33.52,33.52,33.52,33.52,33.52,0.00%,8.25%,8.25%,10,2019,,
414908,Invokana 300mg,QA,USD,33.52,33.52,33.52,33.52,33.52,33.52,33.52,33.52,33.52,33.52,33.52,33.52,23.54,23.54,23.54,23.54,23.54,23.54,23.54,23.54,23.54,23.54,23.54,23.54,0.00%,8.25%,8.25%,10,2019,,
418514,Motilium 10 mg Tab. 30s,QA,USD,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,2.66,0.00%,8.25%,8.25%,10,2019,,
416936,Motilium 1 mg/ml Oral Suspension 200ml,QA,USD,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,0.00%,8.25%,8.25%,10,2019,,
414696,Nizoral Cream 2 %,QA,USD,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,0.00%,8.25%,8.25%,10,2019,,
416006,Pariet 10 mg Tab. 14s,QA,USD,7.11,7.11,7.11,7.11,7.11,7.11,7.11,7.11,7.11,7.11,7.11,7.11,7.11,7.11,7.11,7.11,7.11,7.11,7.11,7.11,7.11,7.11,7.11,7.11,0.00%,8.25%,8.25%,10,2019,,
416007,Pariet 10 mg Tab. 28s,QA,USD,16.73,16.73,16.73,16.73,16.73,16.73,16.73,16.73,16.73,16.73,16.73,16.73,16.73,16.73,16.73,16.73,16.73,16.73,16.73,16.73,16.73,16.73,16.73,16.73,0.00%,8.25%,8.25%,10,2019,,
416919,Pariet 20 mg Tab. 14s,QA,USD,12.06,12.06,12.06,12.06,12.06,12.06,12.06,12.06,12.06,12.06,12.06,12.06,11.2,11.2,11.2,11.2,11.2,11.2,11.2,11.2,11.2,11.2,11.2,11.2,0.00%,8.25%,8.25%,10,2019,,
416920,Pariet 20 mg Tab. 28s,QA,USD,26.01,26.01,26.01,26.01,26.01,26.01,26.01,26.01,26.01,26.01,26.01,26.01,26.01,26.01,26.01,26.01,26.01,26.01,26.01,26.01,26.01,26.01,26.01,26.01,0.00%,8.25%,8.25%,10,2019,,
412323,Pevisone Cream ,QA,USD,2.91,2.91,2.91,2.91,2.91,2.91,2.91,2.91,2.91,2.91,2.91,2.91,2.91,2.91,2.91,2.91,2.91,2.91,2.91,2.91,2.91,2.91,2.91,2.91,0.00%,8.25%,8.25%,10,2019,,
140309,Pevaryl Cream 1 % 30g,QA,USD,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,0.00%,8.25%,8.25%,10,2019,,
387104,Prezista 400 mg Tablets,QA,USD,402.77,402.77,402.77,402.77,402.77,402.77,402.77,402.77,402.77,402.77,402.77,402.77,402.77,402.77,402.77,402.77,402.77,402.77,402.77,402.77,402.77,402.77,402.77,402.77,0.00%,8.25%,8.25%,10,2019,,
387107,Prezista 600 mg Tablets,QA,USD,615.22,615.22,615.22,615.22,615.22,615.22,615.22,615.22,615.22,615.22,615.22,615.22,615.22,615.22,615.22,615.22,615.22,615.22,615.22,615.22,615.22,615.22,615.22,615.22,0.00%,8.25%,8.25%,10,2019,,
96394,Reminyl 4 mg Tab.,QA,USD,13.41,13.41,13.41,13.41,13.41,13.41,13.41,13.41,13.41,13.41,13.41,13.41,13.41,13.41,13.41,13.41,13.41,13.41,13.41,13.41,13.41,13.41,13.41,13.41,0.00%,8.25%,8.25%,10,2019,,
90474,Reminyl 8 mg Tab.,QA,USD,69.66,69.66,69.66,69.66,69.66,69.66,69.66,69.66,69.66,69.66,69.66,69.66,69.66,69.66,69.66,69.66,69.66,69.66,69.66,69.66,69.66,69.66,69.66,69.66,0.00%,8.25%,8.25%,10,2019,,
90839,Reminyl 4 mg/ml Oral Solution  ,QA,USD,46.94,46.94,46.94,46.94,46.94,46.94,46.94,46.94,46.94,46.94,46.94,46.94,46.94,46.94,46.94,46.94,46.94,46.94,46.94,46.94,46.94,46.94,46.94,46.94,0.00%,8.25%,8.25%,10,2019,,
412688,Remicade 100 mg ,QA,USD,468.97,468.97,468.97,468.97,468.97,468.97,468.97,468.97,468.97,468.97,468.97,468.97,240,240,240,240,240,240,240,240,240,240,240,240,0.00%,8.25%,8.25%,10,2019,,
414050,Resolor 1 mg Film-Coated Tabs.,QA,USD,32.51,32.51,26.33,26.33,32.51,32.51,26.33,26.33,32.51,32.51,26.33,26.33,32.51,32.51,26.33,26.33,32.51,32.51,26.33,26.33,32.51,32.51,26.33,26.33,0.00%,8.25%,8.25%,10,2019,,
414053,Resolor 2 mg Film-Coated Tabs.,QA,USD,53.46,53.46,43.29,43.29,53.46,53.46,43.29,43.29,53.46,53.46,43.29,43.29,53.46,53.46,23.54,23.54,53.46,53.46,23.54,23.54,53.46,53.46,23.54,23.54,0.00%,8.25%,8.25%,10,2019,,
376853,Risperdal 1mg Tab. 6s,QA,USD,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,4.58,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,0.00%,8.25%,8.25%,10,2019,,
376854,Risperdal 1mg Tab. 20s,QA,USD,15.27,15.27,15.27,15.27,15.27,15.27,15.27,15.27,15.27,15.27,15.27,15.27,7.63,7.63,7.63,7.63,7.63,7.63,7.63,7.63,7.63,7.63,7.63,7.63,0.00%,8.25%,8.25%,10,2019,,
88081,Risperdal 1mg Tab. 60s,QA,USD,45.8,45.8,45.8,45.8,45.8,45.8,45.8,45.8,45.8,45.8,45.8,45.8,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,22.9,0.00%,8.25%,8.25%,10,2019,,
376855,Risperdal 2mg Tab. 20s,QA,USD,21.27,21.27,21.27,21.27,21.27,21.27,21.27,21.27,21.27,21.27,21.27,21.27,10.64,10.64,10.64,10.64,10.64,10.64,10.64,10.64,10.64,10.64,10.64,10.64,0.00%,8.25%,8.25%,10,2019,,
96552,Risperdal 2mg Tab. 60s,QA,USD,58.54,58.54,58.54,58.54,58.54,58.54,58.54,58.54,58.54,58.54,58.54,58.54,29.27,29.27,29.27,29.27,29.27,29.27,29.27,29.27,29.27,29.27,29.27,29.27,0.00%,8.25%,8.25%,10,2019,,
376856,Risperdal 3mg Tab. 20s,QA,USD,27.36,27.36,27.36,27.36,27.36,27.36,27.36,27.36,27.36,27.36,27.36,27.36,13.68,13.68,13.68,13.68,13.68,13.68,13.68,13.68,13.68,13.68,13.68,13.68,0.00%,8.25%,8.25%,10,2019,,
96568,Risperdal 3mg Tab. 60s,QA,USD,75.29,75.29,75.29,75.29,75.29,75.29,75.29,75.29,75.29,75.29,75.29,75.29,37.65,37.65,37.65,37.65,37.65,37.65,37.65,37.65,37.65,37.65,37.65,37.65,0.00%,8.25%,8.25%,10,2019,,
96327,Risperdal 4mg Tab. 20s,QA,USD,34.89,34.89,34.89,34.89,34.89,34.89,34.89,34.89,34.89,34.89,34.89,34.89,17.45,17.45,17.45,17.45,17.45,17.45,17.45,17.45,17.45,17.45,17.45,17.45,0.00%,8.25%,8.25%,10,2019,,
96569,Risperdal 4mg Tab. 60s,QA,USD,96,96,96,96,96,96,96,96,96,96,96,96,48,48,48,48,48,48,48,48,48,48,48,48,0.00%,8.25%,8.25%,10,2019,,
87518,Risperdal 1 mg/ml Oral Solution,QA,USD,46.52,46.52,46.52,46.52,46.52,46.52,46.52,46.52,46.52,46.52,46.52,46.52,24,24,24,24,24,24,24,24,24,24,24,24,0.00%,8.25%,8.25%,10,2019,,
376595,Risperdal Consta 25 mg Inj.  ,QA,USD,116.79,116.79,116.79,116.79,116.79,116.79,116.79,116.79,116.79,116.79,116.79,116.79,73.96,73.96,73.96,73.96,73.96,73.96,73.96,73.96,73.96,73.96,73.96,73.96,0.00%,8.25%,8.25%,10,2019,,
376596,Risperdal Consta 37.5 mg Inj. ,QA,USD,154.05,154.05,154.05,154.05,154.05,154.05,154.05,154.05,154.05,154.05,154.05,154.05,102.95,102.95,102.95,102.95,102.95,102.95,102.95,102.95,102.95,102.95,102.95,102.95,0.00%,8.25%,8.25%,10,2019,,
376597,Risperdal Consta 50 mg Inj.  ,QA,USD,189.61,189.61,189.61,189.61,189.61,189.61,189.61,189.61,189.61,189.61,189.61,189.61,122.95,122.95,122.95,122.95,122.95,122.95,122.95,122.95,122.95,122.95,122.95,122.95,0.00%,8.25%,8.25%,10,2019,,
412675,Simponi 50 mg/ 0.5 ml Injection (PFP),QA,USD,"1,094.56","1,094.56","1,094.56","1,094.56","1,094.56","1,094.56","1,094.56","1,094.56","1,094.56","1,094.56","1,094.56","1,094.56","1,000.00","1,000.00","1,000.00","1,000.00","1,000.00","1,000.00","1,000.00","1,000.00","1,000.00","1,000.00","1,000.00","1,000.00",0.00%,8.25%,8.25%,10,2019,,
414287,Stelara 45mg/0.5ml ,QA,USD,"3,342.62","3,342.62","3,342.62","3,342.62","3,342.62","3,342.62","3,342.62","3,342.62","3,342.62","3,342.62","3,342.62","3,342.62","2,700.00","2,700.00","2,700.00","2,700.00","2,700.00","2,700.00","2,700.00","2,700.00","2,700.00","2,700.00","2,700.00","2,700.00",0.00%,8.25%,8.25%,10,2019,,
414288,Stelara 90mg/1ml,QA,USD,"3,342.62","3,342.62","3,342.62","3,342.62","3,342.62","3,342.62","3,342.62","3,342.62","3,342.62","3,342.62","3,342.62","3,342.62","2,700.00","2,700.00","2,700.00","2,700.00","2,700.00","2,700.00","2,700.00","2,700.00","2,700.00","2,700.00","2,700.00","2,700.00",0.00%,8.25%,8.25%,10,2019,,
96489,Sporanox 100 mg Cap. 4s,QA,USD,6.51,6.51,6.51,6.51,6.51,6.51,6.51,6.51,6.51,6.51,6.51,6.51,6.51,6.51,6.51,6.51,6.51,6.51,6.51,6.51,6.51,6.51,6.51,6.51,0.00%,8.25%,8.25%,10,2019,,
376935,Sporanox 100 mg Cap. 15s,QA,USD,21.26,21.26,21.26,21.26,21.26,21.26,21.26,21.26,21.26,21.26,21.26,21.26,21.26,21.26,21.26,21.26,21.26,21.26,21.26,21.26,21.26,21.26,21.26,21.26,0.00%,8.25%,8.25%,10,2019,,
96046,Stugeron 25 mg Tab.,QA,USD,2.09,2.09,2.09,2.09,2.09,2.09,2.09,2.09,2.09,2.09,2.09,2.09,2.09,2.09,2.09,2.09,2.09,2.09,2.09,2.09,2.09,2.09,2.09,2.09,0.00%,8.25%,8.25%,10,2019,,
141016,Topamax 25 mg Tab.,QA,USD,15.28,15.28,15.28,15.28,15.28,15.28,15.28,15.28,15.28,15.28,15.28,15.28,15.28,15.28,15.28,15.28,15.28,15.28,15.28,15.28,15.28,15.28,15.28,15.28,0.00%,8.25%,8.25%,10,2019,,
141019,Topamax 50 mg Tab.,QA,USD,25.91,25.91,25.91,25.91,25.91,25.91,25.91,25.91,25.91,25.91,25.91,25.91,25.91,25.91,25.91,25.91,25.91,25.91,25.91,25.91,25.91,25.91,25.91,25.91,0.00%,8.25%,8.25%,10,2019,,
141021,Topamax 100 mg Tab.,QA,USD,42.49,42.49,42.49,42.49,42.49,42.49,42.49,42.49,42.49,42.49,42.49,42.49,42.49,42.49,42.49,42.49,42.49,42.49,42.49,42.49,42.49,42.49,42.49,42.49,0.00%,8.25%,8.25%,10,2019,,
141023,Topamax 200 mg Tab.,QA,USD,69.68,69.68,69.68,69.68,69.68,69.68,69.68,69.68,69.68,69.68,69.68,69.68,69.68,69.68,69.68,69.68,69.68,69.68,69.68,69.68,69.68,69.68,69.68,69.68,0.00%,8.25%,8.25%,10,2019,,
412301,Topamax 15 mg Sprinkle Cap.,QA,USD,11.78,11.78,11.78,11.78,11.78,11.78,11.78,11.78,11.78,11.78,11.78,11.78,11.78,11.78,11.78,11.78,11.78,11.78,11.78,11.78,11.78,11.78,11.78,11.78,0.00%,8.25%,8.25%,10,2019,,
412303,Topamax 25 mg Sprinkle Cap.,QA,USD,15.28,15.28,15.28,15.28,15.28,15.28,15.28,15.28,15.28,15.28,15.28,15.28,15.28,15.28,15.28,15.28,15.28,15.28,15.28,15.28,15.28,15.28,15.28,15.28,0.00%,8.25%,8.25%,10,2019,,
412305,Topamax 50 mg Sprinkle Cap.,QA,USD,25.91,25.91,25.91,25.91,25.91,25.91,25.91,25.91,25.91,25.91,25.91,25.91,25.91,25.91,25.91,25.91,25.91,25.91,25.91,25.91,25.91,25.91,25.91,25.91,0.00%,8.25%,8.25%,10,2019,,
96063,Vermox 100 mg Tab. 6s,QA,USD,1.56,1.56,1.56,1.56,1.56,1.56,1.56,1.56,1.56,1.56,1.56,1.56,1.56,1.56,1.56,1.56,1.56,1.56,1.56,1.56,1.56,1.56,1.56,1.56,0.00%,8.25%,8.25%,10,2019,,
96048,Vermox 500 mg Tab.,QA,USD,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,0.00%,8.25%,8.25%,10,2019,,
32461,Vermox 20 mg/ml Oral Susp.,QA,USD,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,0.00%,8.25%,8.25%,10,2019,,
414963,Velcade Injection 3.5 mg,QA,USD,"1,235.00","1,235.00","1,235.00","1,235.00","1,235.00","1,235.00","1,235.00","1,235.00","1,235.00","1,235.00","1,235.00","1,235.00",740,740,740,740,740,740,740,740,740,740,740,740,0.00%,8.25%,8.25%,10,2019,,
385589,Yondelis 1 mg Injection ,QA,USD,"2,468.87","2,468.87","2,086.06","2,086.06","2,468.87","2,468.87","2,086.06","2,086.06","2,468.87","2,468.87","2,086.06","2,086.06","2,468.87","2,468.87","2,086.06","2,086.06","2,468.87","2,468.87","2,086.06","2,086.06","2,468.87","2,468.87","2,086.06","2,086.06",0.00%,8.25%,8.25%,10,2019,,
414448,Zytiga 250 mg Tabs,QA,USD,"3,439.71","3,439.71","3,439.71","3,439.71","3,439.71","3,439.71","3,439.71","3,439.71","3,439.71","3,439.71","3,439.71","3,439.71","3,170.00","3,170.00","3,170.00","3,170.00","3,170.00","3,170.00","3,170.00","3,170.00","3,170.00","3,170.00","3,170.00","3,170.00",0.00%,8.25%,8.25%,10,2019,,
415168,Darzalex 100mg,QA,USD,449.75,449.75,449.75,449.75,449.75,449.75,449.75,449.75,449.75,449.75,449.75,449.75,449.75,449.75,449.75,449.75,449.75,449.75,449.75,449.75,449.75,449.75,449.75,449.75,0.00%,8.25%,8.25%,10,2019,,
No code available,Simponi 100mg PFP,QA,USD,"1,139.50","1,139.50","1,139.50","1,139.50","1,139.50","1,139.50","1,139.50","1,139.50","1,139.50","1,139.50","1,139.50","1,139.50","1,139.50","1,139.50","1,139.50","1,139.50","1,139.50","1,139.50","1,139.50","1,139.50","1,139.50","1,139.50","1,139.50","1,139.50",0.00%,8.25%,8.25%,10,2019,,
No code available,Zytiga 500 mg Tabs,QA,USD,"2,210.34","2,210.34","2,210.34","2,210.34","2,210.34","2,210.34","2,210.34","2,210.34","2,210.34","2,210.34","2,210.34","2,210.34","2,210.34","2,210.34","2,210.34","2,210.34","2,210.34","2,210.34","2,210.34","2,210.34","2,210.34","2,210.34","2,210.34","2,210.34",0.00%,8.25%,8.25%,10,2019,,
415065,Rezolsta,QA,USD,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,463,0.00%,8.25%,8.25%,10,2019,,
414778,Imbruvica 140mg Capsule ,QA,USD,"8,403.48","8,403.48","8,403.48","8,403.48","8,403.48","8,403.48","8,403.48","8,403.48","8,403.48","8,403.48","8,403.48","8,403.48","8,403.48","8,403.48","8,403.48","8,403.48","8,403.48","8,403.48","8,403.48","8,403.48","8,403.48","8,403.48","8,403.48","8,403.48",0.00%,8.25%,8.25%,10,2019,,
415169,Darzalex 400mg,QA,USD,"1,799.00","1,799.00","1,799.00","1,799.00","1,799.00","1,799.00","1,799.00","1,799.00","1,799.00","1,799.00","1,799.00","1,799.00","1,799.00","1,799.00","1,799.00","1,799.00","1,799.00","1,799.00","1,799.00","1,799.00","1,799.00","1,799.00","1,799.00","1,799.00",0.00%,8.25%,8.25%,10,2019,,
418626,Trevicta 175mg (50mg eq.),QA,USD,563.33,563.33,563.33,563.33,563.33,563.33,563.33,563.33,563.33,563.33,563.33,563.33,563.33,563.33,563.33,563.33,563.33,563.33,563.33,563.33,563.33,563.33,563.33,563.33,0.00%,8.25%,8.25%,10,2019,,
418624,Trevicta 263mg (75mg eq.) ,QA,USD,746.93,746.93,746.93,746.93,746.93,746.93,746.93,746.93,746.93,746.93,746.93,746.93,746.93,746.93,746.93,746.93,746.93,746.93,746.93,746.93,746.93,746.93,746.93,746.93,0.00%,8.25%,8.25%,10,2019,,
418623,Trevicta 360mg (100mg eq.) ,QA,USD,952.11,952.11,952.11,952.11,952.11,952.11,952.11,952.11,952.11,952.11,952.11,952.11,952.11,952.11,952.11,952.11,952.11,952.11,952.11,952.11,952.11,952.11,952.11,952.11,0.00%,8.25%,8.25%,10,2019,,
